Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2952.0,126,8,408.0,37,5131,235.0,234,131,2742,Lodgepole Pine,1,30
2949.0,160,10,391.0,32,5101,231.0,242,142,2730,Lodgepole Pine,1,30
2948.0,167,13,376.0,31,5071,230.0,244,144,2719,Lodgepole Pine,1,30
2946.0,167,13,361.0,29,5041,230.0,244,144,2707,Lodgepole Pine,1,30
2945.0,162,12,342.0,28,5011,232.0,243,141,2697,Lodgepole Pine,1,30
2941.0,172,10,324.0,24,4981,227.0,245,150,2686,Lodgepole Pine,1,30
2943.0,177,9,309.0,27,4951,225.0,246,153,2676,Lodgepole Pine,1,30
2942.0,151,10,295.0,26,4921,233.0,240,138,2666,Lodgepole Pine,1,30
2938.0,154,6,277.0,17,4861,227.0,241,147,2647,Lodgepole Pine,1,30
2935.0,147,8,268.0,15,4831,232.0,239,140,2638,Lodgepole Pine,1,30
2934.0,171,9,255.0,14,4801,227.0,244,150,2629,Lodgepole Pine,1,30
2934.0,180,9,234.0,14,4771,224.0,246,155,2621,Lodgepole Pine,1,30
2934.0,167,8,216.0,22,4741,226.0,243,150,2613,Lodgepole Pine,1,22
2932.0,157,8,192.0,20,4711,229.0,241,145,2605,Lodgepole Pine,1,22
2931.0,150,8,170.0,19,4681,230.0,240,142,2598,Lodgepole Pine,1,22
2925.0,148,6,134.0,13,4621,229.0,239,144,2584,Lodgepole Pine,1,22
2909.0,225,2,30.0,-3,4381,216.0,241,162,2542,Lodgepole Pine,1,29
2912.0,291,4,60.0,0,4351,208.0,239,169,2538,Lodgepole Pine,1,29
2913.0,315,6,85.0,5,4321,204.0,235,170,2534,Lodgepole Pine,1,29
2916.0,311,10,108.0,8,4291,192.0,233,181,2531,Lodgepole Pine,1,29
2921.0,311,14,127.0,16,4261,182.0,230,187,2529,Lodgepole Pine,1,29
2928.0,320,15,150.0,25,4231,181.0,225,183,2526,Lodgepole Pine,1,29
2932.0,324,17,175.0,31,4201,176.0,220,183,2524,Lodgepole Pine,1,29
2939.0,317,20,201.0,43,4171,169.5,218,193,2523,Lodgepole Pine,1,30
2947.0,320,20,218.0,51,4141,169.5,217,191,2522,Lodgepole Pine,1,30
2953.0,330,18,228.0,59,4111,175.0,216,179,2521,Lodgepole Pine,1,30
2957.0,333,16,242.0,63,4081,181.0,217,175,2520,Lodgepole Pine,1,30
2961.0,329,15,256.0,73,4051,183.0,221,177,2520,Lodgepole Pine,1,30
2965.0,331,14,268.0,78,4021,186.0,222,175,2520,Lodgepole Pine,1,30
2968.0,356,13,283.0,78,3991,198.0,216,155,2521,Lodgepole Pine,1,30
2966.0,9,14,295.0,79,3961,203.0,211,144,2522,Lodgepole Pine,1,30
2966.0,12,13,309.0,83,3931,206.0,212,142,2523,Lodgepole Pine,1,30
2963.0,20,12,323.0,81,3901,212.0,215,139,2524,Lodgepole Pine,1,30
2962.0,18,10,335.0,81,3871,212.0,219,143,2526,Lodgepole Pine,1,30
2960.0,23,10,350.0,81,3841,214.0,218,139,2529,Lodgepole Pine,1,29
2958.0,29,11,366.0,82,3811,216.0,217,135,2531,Lodgepole Pine,1,29
2955.0,45,11,384.0,85,3781,223.0,216,126,2534,Lodgepole Pine,1,29
2950.0,62,16,400.0,86,3751,232.0,207,103,2538,Lodgepole Pine,1,29
2939.0,61,19,371.0,117,3721,232.0,197,90,2542,Lodgepole Pine,1,30
2931.0,54,19,342.0,117,3691,228.0,197,95,2546,Lodgepole Pine,1,30
2923.0,54,20,313.0,117,3661,227.0,192,89,2550,Lodgepole Pine,1,30
2913.0,56,22,285.0,117,3631,228.0,186,80,2555,Lodgepole Pine,1,29
2902.0,54,23,256.0,109,3601,227.0,186,78,2560,Lodgepole Pine,1,29
2892.0,53,24,228.0,95,3571,226.0,186,77,2565,Lodgepole Pine,1,29
2881.0,55,25,201.0,80,3541,227.0,186,72,2571,Lodgepole Pine,1,29
2869.0,56,24,175.0,64,3511,228.0,186,73,2577,Lodgepole Pine,1,29
2858.0,56,23,150.0,49,3481,228.0,186,79,2584,Spruce/Fir,1,29
2848.0,55,21,120.0,35,3451,228.0,190,85,2590,Spruce/Fir,1,23
2839.0,52,19,90.0,26,3421,226.0,197,97,2598,Spruce/Fir,1,23
2832.0,47,15,60.0,16,3391,224.0,205,111,2605,Spruce/Fir,1,23
2827.0,37,12,30.0,7,3361,219.0,213,127,2613,Spruce/Fir,1,23
2824.0,22,10,0.0,0,3331,214.0,218,140,2621,Spruce/Fir,1,23
2823.0,7,9,0.0,0,3301,209.0,222,150,2629,Spruce/Fir,1,23
2823.0,341,9,30.0,0,3271,201.0,226,165,2638,Spruce/Fir,1,23
2826.0,322,11,60.0,3,3241,193.0,229,176,2647,Spruce/Fir,1,23
2830.0,313,12,85.0,-4,3211,187.0,230,183,2656,Lodgepole Pine,1,12
2836.0,307,14,108.0,1,3181,181.0,231,190,2666,Lodgepole Pine,1,12
2842.0,303,15,134.0,7,3151,179.0,232,193,2676,Lodgepole Pine,1,12
2849.0,304,15,162.0,0,3121,176.0,231,195,2686,Lodgepole Pine,1,12
2856.0,307,17,190.0,7,3091,173.0,228,195,2697,Lodgepole Pine,1,12
2863.0,312,16,216.0,14,3061,174.0,226,192,2707,Lodgepole Pine,1,12
2869.0,315,15,242.0,20,3031,177.0,226,188,2719,Lodgepole Pine,1,12
2876.0,327,13,268.0,27,3001,188.0,225,176,2730,Lodgepole Pine,1,12
2877.0,353,11,295.0,28,2971,201.0,221,158,2742,Lodgepole Pine,1,12
2877.0,354,11,323.0,28,2941,202.0,221,157,2754,Lodgepole Pine,1,12
2879.0,1,10,351.0,30,2911,206.0,222,153,2766,Lodgepole Pine,1,12
2877.0,18,8,379.0,28,2881,214.0,223,145,2778,Lodgepole Pine,1,12
2875.0,20,6,408.0,26,2851,216.0,227,148,2791,Lodgepole Pine,1,12
2873.0,32,6,437.0,24,2821,219.0,227,145,2804,Lodgepole Pine,1,12
2872.0,49,5,466.0,23,2791,222.0,228,141,2817,Lodgepole Pine,1,12
2869.0,59,3,495.0,20,2761,221.0,233,148,2831,Lodgepole Pine,1,12
2869.0,79,4,524.0,20,2731,224.0,233,144,2845,Lodgepole Pine,1,12
2866.0,82,3,553.0,17,2701,224.0,233,144,2859,Lodgepole Pine,1,12
2867.0,98,3,582.0,18,2672,225.0,234,145,2873,Lodgepole Pine,1,12
2863.0,100,7,603.0,62,2642,231.0,231,133,2881,Lodgepole Pine,1,12
2860.0,111,4,607.0,59,2612,227.0,235,143,2858,Lodgepole Pine,1,12
2859.0,114,3,612.0,58,2582,224.0,236,147,2835,Lodgepole Pine,1,12
2857.0,135,2,591.0,84,2552,222.0,238,151,2812,Lodgepole Pine,1,12
2858.0,198,3,564.0,85,2522,218.0,242,160,2789,Lodgepole Pine,1,30
2859.0,139,5,537.0,86,2492,228.0,238,144,2766,Lodgepole Pine,1,30
2855.0,122,6,510.0,82,2462,231.0,235,137,2743,Lodgepole Pine,1,30
2854.0,127,5,484.0,81,2432,228.0,237,143,2721,Lodgepole Pine,1,30
2842.0,102,16,433.0,69,2372,245.0,218,98,2676,Lodgepole Pine,1,30
2833.0,101,14,408.0,60,2342,243.0,220,103,2654,Lodgepole Pine,1,30
2826.0,99,14,384.0,53,2312,242.0,220,104,2632,Lodgepole Pine,1,12
2818.0,97,14,361.0,45,2282,242.0,218,102,2610,Lodgepole Pine,1,12
2811.0,94,13,339.0,38,2252,240.0,221,109,2588,Lodgepole Pine,1,12
2806.0,90,12,319.0,33,2222,239.0,220,110,2567,Lodgepole Pine,1,12
2799.0,86,10,300.0,26,2192,234.0,224,120,2546,Lodgepole Pine,1,12
2795.0,86,3,283.0,22,2162,224.0,234,145,2524,Lodgepole Pine,1,12
2795.0,124,2,268.0,22,2132,222.0,237,151,2504,Lodgepole Pine,1,12
2793.0,95,5,256.0,20,2102,229.0,232,138,2483,Lodgepole Pine,1,12
2789.0,62,6,247.0,16,2072,225.0,228,138,2462,Lodgepole Pine,1,12
2788.0,15,7,242.0,15,2042,214.0,226,149,2442,Lodgepole Pine,1,12
2788.0,27,10,240.0,15,2012,216.0,219,138,2422,Lodgepole Pine,1,12
2783.0,34,13,242.0,10,1982,218.0,212,128,2402,Lodgepole Pine,1,12
2780.0,32,14,247.0,7,1952,216.0,210,126,2382,Lodgepole Pine,1,12
2775.0,36,13,256.0,2,1922,219.0,211,125,2362,Lodgepole Pine,1,12
2771.0,37,9,268.0,-1,1892,220.0,220,135,2343,Lodgepole Pine,1,12
2769.0,64,7,283.0,-3,1862,227.0,226,133,2324,Lodgepole Pine,1,12
2764.0,87,9,300.0,-8,1832,234.0,224,121,2305,Lodgepole Pine,1,12
2759.0,88,12,319.0,-13,1802,238.0,220,110,2287,Lodgepole Pine,1,12
2751.0,86,11,339.0,-21,1772,236.0,221,115,2268,Lodgepole Pine,1,12
2747.0,88,8,361.0,-25,1742,232.0,227,128,2250,Lodgepole Pine,1,12
2743.0,92,5,342.0,27,1712,229.0,231,137,2232,Lodgepole Pine,1,12
2741.0,106,4,313.0,25,1682,227.0,234,142,2215,Lodgepole Pine,1,12
2739.0,131,4,285.0,23,1652,227.0,237,145,2197,Lodgepole Pine,1,12
2739.0,169,5,256.0,23,1622,224.0,242,153,2180,Lodgepole Pine,1,12
2739.0,165,5,228.0,23,1593,225.0,242,151,2163,Lodgepole Pine,1,12
2737.0,142,6,201.0,21,1563,229.0,239,143,2147,Lodgepole Pine,1,12
2734.0,167,6,175.0,18,1533,225.0,242,151,2131,Lodgepole Pine,1,12
2735.0,180,9,150.0,19,1503,224.0,246,155,2115,Lodgepole Pine,1,12
2734.0,162,9,127.0,18,1473,229.0,243,145,2099,Lodgepole Pine,1,12
2732.0,148,9,108.0,16,1443,233.0,239,138,2084,Lodgepole Pine,1,12
2729.0,159,8,95.0,13,1413,229.0,242,145,2069,Lodgepole Pine,1,12
2729.0,165,8,90.0,13,1383,228.0,243,148,2054,Lodgepole Pine,1,12
2727.0,162,10,90.0,11,1353,230.0,243,144,2040,Lodgepole Pine,1,12
2726.0,167,10,95.0,10,1323,229.0,244,146,2026,Lodgepole Pine,1,12
2725.0,149,10,108.0,9,1293,234.0,240,137,2012,Lodgepole Pine,1,12
2721.0,139,10,127.0,8,1263,236.0,237,131,1999,Lodgepole Pine,1,12
2718.0,150,9,150.0,5,1233,233.0,240,138,1986,Lodgepole Pine,1,12
2716.0,152,11,162.0,5,1203,234.0,240,135,1974,Lodgepole Pine,1,30
2712.0,147,16,175.0,1,1173,240.0,237,122,1962,Lodgepole Pine,1,30
2706.0,146,19,180.0,1,1144,242.0,234,114,1950,Lodgepole Pine,1,30
2700.0,146,18,180.0,3,1114,242.0,235,115,1939,Lodgepole Pine,1,30
2695.0,144,15,180.0,-1,1084,240.0,236,121,1928,Lodgepole Pine,1,30
2691.0,135,13,180.0,0,1054,240.0,234,122,1917,Lodgepole Pine,1,30
2686.0,135,13,180.0,-2,1024,240.0,234,122,1907,Lodgepole Pine,1,30
2681.0,157,12,180.0,-7,994,233.0,241,137,1897,Lodgepole Pine,1,30
2681.0,178,13,180.0,-5,964,225.0,247,152,1888,Lodgepole Pine,1,30
2681.0,177,14,180.0,-1,934,226.0,247,150,1879,Lodgepole Pine,1,30
2680.0,174,15,180.0,0,904,227.0,247,147,1871,Lodgepole Pine,1,30
2680.0,169,14,180.0,2,875,230.0,245,144,1863,Lodgepole Pine,1,30
2678.0,150,15,180.0,5,845,238.0,238,125,1855,Lodgepole Pine,1,30
2671.0,135,17,180.0,3,815,244.0,230,109,1848,Lodgepole Pine,1,30
2664.0,129,16,180.0,3,785,245.0,228,107,1842,Lodgepole Pine,1,30
2658.0,125,16,180.0,1,755,245.0,228,107,1836,Lodgepole Pine,1,30
2651.0,122,16,182.0,0,726,246.0,225,102,1830,Lodgepole Pine,1,30
2642.0,136,17,190.0,-4,696,244.0,231,110,1825,Lodgepole Pine,1,30
2637.0,157,19,201.0,0,666,237.0,239,124,1820,Lodgepole Pine,1,30
2634.0,162,20,216.0,6,636,235.0,241,128,1816,Lodgepole Pine,1,30
2631.0,162,18,228.0,64,607,235.0,241,130,1812,Lodgepole Pine,1,30
2628.0,159,17,216.0,61,577,236.0,241,130,1809,Lodgepole Pine,1,30
2625.0,155,16,201.0,58,547,237.0,240,128,1806,Lodgepole Pine,1,30
2621.0,141,16,190.0,63,518,242.0,234,116,1804,Lodgepole Pine,1,30
2614.0,125,18,182.0,60,488,247.0,224,99,1802,Lodgepole Pine,1,30
2605.0,115,22,162.0,51,459,252.0,212,76,1801,Lodgepole Pine,1,30
2592.0,114,25,134.0,41,430,253.0,205,64,1800,Lodgepole Pine,1,30
2579.0,120,24,108.0,28,400,252.0,213,74,1800,Lodgepole Pine,1,30
2569.0,132,20,85.0,18,371,247.0,226,98,1800,Lodgepole Pine,1,30
2563.0,148,17,67.0,12,342,240.0,236,119,1801,Lodgepole Pine,1,30
2559.0,152,17,60.0,8,313,239.0,238,122,1802,Lodgepole Pine,1,30
2554.0,144,18,42.0,13,285,242.0,234,114,1804,Lodgepole Pine,1,30
2547.0,143,17,30.0,6,256,242.0,234,116,1806,Lodgepole Pine,1,30
2542.0,140,12,30.0,1,228,238.0,236,126,1809,Lodgepole Pine,1,30
2537.0,117,6,30.0,-2,201,231.0,234,136,1806,Lodgepole Pine,1,30
2535.0,27,5,30.0,0,175,218.0,228,147,1776,Lodgepole Pine,1,30
2535.0,7,11,0.0,0,150,207.0,218,148,1746,Lodgepole Pine,1,16
2535.0,345,14,0.0,0,127,191.0,217,164,1717,Lodgepole Pine,1,16
2541.0,324,17,30.0,12,108,175.0,220,184,1687,Lodgepole Pine,1,16
3071.0,63,19,90.0,30,3059,233.0,196,87,5461,Spruce/Fir,1,29
3062.0,51,20,60.0,21,3089,225.0,193,94,5434,Spruce/Fir,1,29
3054.0,40,20,30.0,14,3118,217.0,191,101,5407,Spruce/Fir,1,29
3048.0,27,19,0.0,0,3148,208.0,194,116,5381,Spruce/Fir,1,29
3044.0,13,18,30.0,4,3178,200.0,200,133,5354,Spruce/Fir,1,29
3043.0,1,18,60.0,2,3208,191.0,203,147,5328,Spruce/Fir,1,29
3044.0,358,20,90.0,3,3237,184.0,198,148,5301,Lodgepole Pine,1,29
3044.0,1,23,120.0,-24,3267,180.0,189,141,5275,Lodgepole Pine,1,29
3043.0,0,27,150.0,-25,3297,171.0,186,138,5248,Lodgepole Pine,1,29
3043.0,357,27,162.0,9,3327,169.5,186,139,5222,Lodgepole Pine,1,29
3044.0,355,27,175.0,14,3356,169.5,186,141,5196,Lodgepole Pine,1,29
3047.0,352,27,190.0,20,3386,169.5,186,148,5169,Lodgepole Pine,1,29
3050.0,351,25,201.0,26,3416,169.5,190,154,5143,Lodgepole Pine,1,29
3052.0,345,21,216.0,27,3446,174.0,203,164,5117,Lodgepole Pine,1,29
3057.0,333,18,234.0,37,3475,177.0,215,175,5091,Lodgepole Pine,1,29
3061.0,333,14,247.0,45,3505,188.0,222,172,5064,Lodgepole Pine,1,29
3063.0,351,10,256.0,45,3535,202.0,223,159,5038,Lodgepole Pine,1,29
3063.0,19,9,268.0,50,3565,214.0,220,143,5012,Lodgepole Pine,1,29
3060.0,39,10,283.0,46,3595,221.0,218,131,4986,Lodgepole Pine,1,29
3056.0,48,12,295.0,47,3624,224.0,214,122,4960,Lodgepole Pine,1,29
3051.0,55,15,309.0,47,3654,228.0,207,109,4934,Lodgepole Pine,1,29
3043.0,58,17,324.0,43,3684,230.0,203,100,4908,Lodgepole Pine,1,29
3035.0,59,16,342.0,34,3714,230.0,204,101,4883,Lodgepole Pine,1,29
3028.0,65,17,351.0,32,3744,234.0,203,96,4857,Lodgepole Pine,1,29
3018.0,71,19,362.0,25,3773,238.0,199,85,4831,Lodgepole Pine,1,29
3008.0,72,19,376.0,15,3803,238.0,199,84,4805,Lodgepole Pine,1,29
2998.0,67,14,390.0,9,3833,233.0,211,107,4780,Lodgepole Pine,1,29
2995.0,52,8,402.0,5,3863,225.0,223,132,4754,Lodgepole Pine,1,29
2991.0,63,13,417.0,7,3893,231.0,213,112,4729,Lodgepole Pine,1,29
2982.0,61,15,433.0,1,3923,231.0,208,106,4703,Lodgepole Pine,1,29
2978.0,19,10,450.0,0,3952,213.0,219,142,4678,Lodgepole Pine,1,29
2978.0,353,12,469.0,0,3982,199.0,218,157,4652,Lodgepole Pine,1,29
2978.0,4,15,488.0,4,4012,200.0,211,147,4627,Lodgepole Pine,1,29
2978.0,11,16,509.0,10,4042,202.0,206,139,4602,Lodgepole Pine,1,29
2975.0,354,16,525.0,7,4072,192.0,211,155,4577,Lodgepole Pine,1,29
2978.0,3,15,541.0,16,4102,199.0,211,148,4552,Lodgepole Pine,1,29
2975.0,13,13,558.0,16,4131,207.0,213,142,4526,Lodgepole Pine,1,29
2975.0,342,12,576.0,20,4161,194.0,221,165,4501,Lodgepole Pine,1,29
2978.0,355,14,595.0,23,4191,197.0,215,155,4476,Lodgepole Pine,1,29
2978.0,25,16,616.0,26,4221,210.0,204,126,4452,Lodgepole Pine,1,29
2972.0,44,19,636.0,23,4251,221.0,195,101,4427,Lodgepole Pine,1,29
2962.0,48,20,648.0,30,4281,223.0,191,94,4402,Lodgepole Pine,1,29
2955.0,37,17,618.0,42,4311,217.0,202,115,4377,Lodgepole Pine,1,29
2952.0,30,14,589.0,39,4340,215.0,209,128,4353,Lodgepole Pine,1,29
2949.0,15,11,560.0,36,4370,210.0,216,142,4328,Lodgepole Pine,1,29
2949.0,345,11,532.0,36,4400,198.0,222,163,4304,Lodgepole Pine,1,29
2952.0,19,10,503.0,39,4430,213.0,219,142,4279,Lodgepole Pine,1,29
2945.0,55,11,474.0,32,4460,227.0,216,121,4255,Lodgepole Pine,1,29
2942.0,45,6,446.0,29,4490,222.0,226,139,4230,Lodgepole Pine,1,29
2942.0,31,4,418.0,29,4520,219.0,230,148,4206,Lodgepole Pine,1,29
2939.0,72,8,390.0,26,4549,229.0,226,130,4182,Lodgepole Pine,1,29
2932.0,74,13,362.0,19,4579,235.0,215,109,4158,Lodgepole Pine,1,29
2926.0,55,11,335.0,13,4609,227.0,215,120,4134,Lodgepole Pine,1,23
2922.0,5,9,309.0,9,4639,209.0,223,152,4110,Lodgepole Pine,1,23
2926.0,19,11,283.0,13,4669,212.0,217,141,4086,Lodgepole Pine,1,23
2919.0,36,13,256.0,6,4699,219.0,211,125,4063,Lodgepole Pine,1,23
2916.0,29,11,228.0,3,4729,216.0,216,134,4039,Lodgepole Pine,1,8
2916.0,342,8,175.0,10,4788,205.0,229,163,3992,Spruce/Fir,1,8
2916.0,324,6,150.0,10,4818,204.0,233,168,3968,Spruce/Fir,1,23
2919.0,11,4,120.0,13,4848,216.0,232,153,3945,Spruce/Fir,1,23
2916.0,54,6,90.0,10,4878,224.0,226,137,3922,Spruce/Fir,1,23
2919.0,235,13,234.0,10,5568,197.0,251,190,3356,Lodgepole Pine,1,23
2926.0,229,14,242.0,17,5594,198.0,252,189,3336,Lodgepole Pine,1,23
2932.0,218,11,247.0,23,5619,208.0,251,178,3316,Lodgepole Pine,1,23
2932.0,218,8,256.0,23,5645,211.0,248,173,3296,Lodgepole Pine,1,23
2932.0,246,9,268.0,23,5670,201.0,247,184,3277,Lodgepole Pine,1,29
2939.0,240,9,283.0,30,5696,203.0,248,182,3257,Lodgepole Pine,1,29
2942.0,216,9,300.0,33,5721,211.0,249,173,3238,Lodgepole Pine,1,29
2945.0,238,14,319.0,36,5747,195.0,251,192,3219,Lodgepole Pine,1,29
2955.0,239,14,339.0,49,5773,194.0,251,194,3200,Lodgepole Pine,1,29
2959.0,230,12,361.0,53,5798,201.0,251,185,3181,Lodgepole Pine,1,29
2965.0,219,10,384.0,59,5824,209.0,250,176,3163,Lodgepole Pine,1,29
2965.0,220,11,408.0,59,5850,207.0,251,179,3144,Lodgepole Pine,1,29
2972.0,229,13,433.0,66,5876,199.0,252,188,3126,Lodgepole Pine,1,29
2975.0,231,10,458.0,69,5902,204.0,250,182,3108,Lodgepole Pine,1,29
2982.0,242,10,484.0,73,5881,200.0,249,186,3090,Lodgepole Pine,1,29
2985.0,225,6,510.0,76,5851,211.0,246,172,3072,Lodgepole Pine,1,29
2985.0,225,6,534.0,76,5821,211.0,246,172,3055,Lodgepole Pine,1,29
2991.0,230,8,553.0,82,5791,208.0,247,176,3038,Lodgepole Pine,1,29
2991.0,232,8,573.0,82,5761,207.0,248,178,3021,Lodgepole Pine,1,30
2998.0,239,10,594.0,89,5731,202.0,249,184,3004,Lodgepole Pine,1,30
3001.0,216,6,616.0,92,5701,214.0,246,168,2987,Lodgepole Pine,1,30
3001.0,211,4,638.0,92,5671,216.0,244,164,2971,Lodgepole Pine,1,30
3004.0,236,7,661.0,95,5641,208.0,246,176,2954,Lodgepole Pine,1,30
3008.0,189,6,684.0,99,5611,220.0,244,159,2938,Lodgepole Pine,1,30
3004.0,143,7,674.0,87,5581,231.0,239,141,2922,Lodgepole Pine,1,30
3004.0,126,6,649.0,87,5551,231.0,236,137,2907,Lodgepole Pine,1,30
2998.0,126,6,624.0,81,5521,231.0,236,138,2892,Lodgepole Pine,1,30
2998.0,172,7,600.0,81,5491,225.0,243,152,2876,Lodgepole Pine,1,30
2998.0,164,11,576.0,81,5461,230.0,243,144,2862,Lodgepole Pine,1,30
2995.0,173,11,553.0,78,5431,227.0,245,149,2847,Lodgepole Pine,1,30
2998.0,142,8,531.0,81,5401,232.0,238,138,2832,Lodgepole Pine,1,30
2991.0,95,11,509.0,74,5371,238.0,223,114,2818,Lodgepole Pine,1,30
2985.0,74,11,488.0,68,5341,233.0,219,116,2804,Lodgepole Pine,1,30
2978.0,45,8,469.0,61,5311,223.0,223,135,2791,Lodgepole Pine,1,30
2978.0,43,8,450.0,61,5281,222.0,223,136,2777,Lodgepole Pine,1,30
2972.0,75,11,433.0,55,5251,234.0,218,115,2764,Lodgepole Pine,1,30
2965.0,87,9,417.0,44,5221,233.0,226,125,2751,Lodgepole Pine,1,30
2965.0,97,10,402.0,44,5191,237.0,225,119,2739,Lodgepole Pine,1,30
2957.0,104,15,390.0,36,5161,244.0,220,102,2726,Lodgepole Pine,1,30
2944.0,147,13,366.0,29,5101,237.0,238,130,2702,Lodgepole Pine,1,22
2941.0,165,12,350.0,24,5071,230.0,244,143,2691,Lodgepole Pine,1,22
2940.0,172,10,335.0,23,5041,227.0,245,150,2680,Lodgepole Pine,1,22
2939.0,168,8,319.0,22,5011,227.0,243,150,2669,Lodgepole Pine,1,30
2938.0,173,6,300.0,21,4981,224.0,243,154,2658,Lodgepole Pine,1,30
2939.0,169,7,283.0,22,4951,226.0,243,151,2648,Lodgepole Pine,1,30
2937.0,154,9,268.0,21,4921,231.0,241,141,2638,Lodgepole Pine,1,30
2935.0,178,7,256.0,19,4891,223.0,244,155,2628,Lodgepole Pine,1,30
2938.0,159,6,247.0,22,4861,226.0,241,149,2618,Lodgepole Pine,1,22
2933.0,131,10,242.0,12,4831,236.0,235,129,2609,Lodgepole Pine,1,22
2929.0,163,9,228.0,9,4802,229.0,243,146,2601,Lodgepole Pine,1,22
2930.0,189,9,212.0,10,4772,221.0,247,160,2592,Lodgepole Pine,1,22
2931.0,174,7,192.0,11,4742,225.0,244,153,2584,Lodgepole Pine,1,22
2929.0,155,7,175.0,17,4712,228.0,241,146,2576,Lodgepole Pine,1,22
2927.0,154,6,150.0,15,4682,227.0,241,147,2568,Lodgepole Pine,1,22
2926.0,135,7,127.0,14,4652,231.0,237,138,2561,Lodgepole Pine,1,22
2909.0,304,5,30.0,-1,4382,206.0,237,171,2512,Lodgepole Pine,1,29
2914.0,311,9,60.0,1,4352,196.0,234,177,2508,Lodgepole Pine,1,29
2916.0,320,11,90.0,3,4322,191.0,229,178,2505,Lodgepole Pine,1,29
2922.0,318,15,120.0,14,4292,180.0,226,185,2502,Lodgepole Pine,1,29
2927.0,317,17,150.0,19,4262,174.0,223,188,2499,Lodgepole Pine,1,29
2934.0,320,16,170.0,29,4232,176.0,223,186,2496,Lodgepole Pine,1,29
2939.0,319,17,192.0,36,4202,174.0,222,187,2495,Lodgepole Pine,1,30
2946.0,313,19,216.0,45,4172,169.5,221,196,2493,Lodgepole Pine,1,30
2955.0,315,18,242.0,59,4142,171.0,223,191,2492,Lodgepole Pine,1,30
2961.0,323,14,256.0,65,4112,184.0,225,180,2491,Lodgepole Pine,1,30
2964.0,329,13,268.0,70,4082,189.0,225,175,2490,Lodgepole Pine,1,30
2967.0,327,13,283.0,73,4052,189.0,225,176,2490,Lodgepole Pine,1,30
2971.0,326,12,295.0,83,4022,190.0,226,176,2490,Lodgepole Pine,1,30
2975.0,354,10,309.0,88,3992,204.0,223,157,2491,Lodgepole Pine,1,30
2973.0,16,9,323.0,83,3962,212.0,222,146,2492,Lodgepole Pine,1,30
2973.0,34,9,335.0,86,3932,219.0,221,138,2493,Lodgepole Pine,1,30
2968.0,45,8,350.0,85,3902,223.0,223,135,2495,Lodgepole Pine,1,29
2966.0,32,6,362.0,84,3872,219.0,226,144,2496,Lodgepole Pine,1,29
2964.0,39,6,376.0,83,3842,221.0,226,141,2499,Lodgepole Pine,1,29
2962.0,50,7,391.0,83,3812,224.0,224,135,2502,Lodgepole Pine,1,29
2957.0,64,10,408.0,81,3782,230.0,219,122,2505,Lodgepole Pine,1,29
2951.0,66,13,408.0,117,3752,232.0,213,110,2508,Lodgepole Pine,1,29
2945.0,59,16,379.0,117,3722,231.0,205,102,2512,Lodgepole Pine,1,29
2937.0,55,18,351.0,117,3692,228.0,200,99,2516,Lodgepole Pine,1,30
2929.0,56,19,323.0,117,3662,229.0,196,93,2520,Lodgepole Pine,1,30
2920.0,56,21,295.0,117,3632,229.0,191,85,2525,Lodgepole Pine,1,29
2910.0,53,22,268.0,113,3602,226.0,187,84,2530,Lodgepole Pine,1,29
2900.0,52,23,242.0,99,3572,225.0,186,80,2536,Lodgepole Pine,1,29
2889.0,53,25,212.0,84,3542,224.0,186,72,2542,Lodgepole Pine,1,29
2877.0,53,26,182.0,68,3512,224.0,186,71,2548,Lodgepole Pine,1,29
2866.0,52,25,153.0,53,3482,224.0,186,74,2554,Lodgepole Pine,1,29
2855.0,51,23,124.0,42,3452,224.0,186,81,2561,Spruce/Fir,1,29
2846.0,49,21,95.0,30,3422,223.0,190,92,2568,Spruce/Fir,1,23
2838.0,44,18,67.0,18,3392,221.0,198,105,2576,Spruce/Fir,1,23
2832.0,32,15,42.0,8,3362,216.0,207,124,2584,Spruce/Fir,1,23
2830.0,18,13,30.0,6,3332,210.0,213,138,2592,Spruce/Fir,1,23
2828.0,8,12,0.0,0,3302,206.0,217,147,2601,Spruce/Fir,1,23
2828.0,347,11,30.0,5,3272,198.0,222,162,2609,Spruce/Fir,1,23
2831.0,329,12,42.0,-3,3242,191.0,225,174,2618,Spruce/Fir,1,23
2835.0,318,12,67.0,0,3212,187.0,229,181,2628,Spruce/Fir,1,23
2840.0,308,13,95.0,5,3182,185.0,232,187,2638,Lodgepole Pine,1,12
2846.0,300,14,124.0,-2,3152,181.0,234,193,2648,Lodgepole Pine,1,12
2853.0,297,16,150.0,4,3122,175.0,234,199,2658,Lodgepole Pine,1,12
2861.0,300,18,175.0,12,3092,169.5,230,202,2669,Lodgepole Pine,1,12
2869.0,311,17,201.0,20,3062,170.0,225,194,2680,Lodgepole Pine,1,12
2875.0,319,14,228.0,26,3032,182.0,226,183,2691,Lodgepole Pine,1,12
2879.0,324,10,256.0,30,3002,194.0,229,175,2702,Lodgepole Pine,1,12
